id_entrega,id_pedido,data_envio,data_prevista,data_entregue,transportadora,custo_frete_real,tentativas
4446,PED-88655,2025-11-05,2025-11-09,2025-11-14,Correios,66.43,1
4447,PED-30574,2024-03-03,2024-03-12,2024-03-12,correios,117.46,1
4448,PED-63381,2024-07-06,2024-07-12,2024-07-09,Total Express,79.49,2
4449,PED-99718,2025-05-12,2025-05-15,2025-05-16,correios,85.92,4
4450,PED-37514,2025-11-19,2025-11-27,2025-12-02,Total Express,121.31,1
4451,PED-26541,2024-12-28,2025-01-05,2025-01-04,Jadlog,107.2,2
4452,PED-86856,2024-10-10,2024-10-13,2024-10-12,correios,74.01,3
4453,PED-10994,2024-05-11,2024-05-21,2024-05-22,correios,27.96,4
4454,PED-86682,2025-03-08,2025-03-11,2025-03-17,Correios,22.02,2
4455,PED-37740,2024-11-16,2024-11-28,2024-11-27,Jadlog,89.71,4
4456,PED-21108,2025-02-20,2025-03-03,2025-03-06,Correios,8.27,1
4457,PED-94938,2024-12-11,2024-12-15,2024-12-20,Jadlog,64.8,4
4458,PED-54631,2025-11-27,2025-12-01,2025-11-29,Total Express,102.45,3
4459,PED-77387,2025-01-18,2025-01-27,2025-01-24,Jadlog,54.71,3
4460,PED-85938,2025-03-20,2025-03-22,2025-03-25,correios,37.95,3
4461,PED-27919,2025-01-29,2025-02-05,2025-02-04,correios,18.94,4
4462,PED-71436,2024-11-05,2024-11-17,2024-11-23,Total Express,128.92,1
4463,PED-59393,2025-03-21,2025-03-27,2025-03-28,Jadlog,66.22,3
4464,PED-11684,2025-08-31,2025-09-05,2025-09-08,Correios,89.17,3
4465,PED-90514,2024-08-27,2024-09-01,2024-09-07,Correios,129.44,4
4466,PED-65144,2026-01-14,2026-01-23,2026-01-25,Total Express,52.88,3
4467,PED-71725,2024-08-28,2024-09-01,2024-09-07,Total Express,16.83,1
4468,PED-82584,2024-11-23,2024-12-04,2024-12-02,Correios,116.42,3
4469,PED-17201,2025-10-14,2025-10-23,2025-10-27,Total Express,95.41,1
4470,PED-42231,2025-09-12,2025-09-16,2025-09-14,Correios,97.12,4
4471,PED-81708,2025-05-05,2025-05-14,2025-05-20,Total Express,11.17,4
4472,PED-36803,2024-03-27,2024-04-08,2024-04-10,Jadlog,40.48,2
4473,PED-73739,2025-10-26,2025-10-31,2025-11-06,Correios,79.17,2
4474,PED-59617,2024-11-30,2024-12-03,2024-12-01,Jadlog,93.42,3
4475,PED-75271,2025-12-12,2025-12-20,2025-12-19,Correios,18.97,2
4476,PED-35239,2025-07-31,2025-08-11,2025-08-11,Correios,13.29,2
4477,PED-42198,2024-07-26,2024-08-04,2024-08-05,correios,123.33,1
4478,PED-44033,2025-02-28,2025-03-05,2025-03-03,Total Express,53.48,4
4479,PED-37353,2024-06-25,2024-07-03,2024-07-08,correios,136.16,3
4480,PED-96390,2025-11-08,2025-11-11,2025-11-14,correios,113.79,4
4481,PED-84727,2025-03-06,2025-03-14,2025-03-15,Correios,124.47,3
4482,PED-28279,2024-06-12,2024-06-17,2024-06-21,Correios,20.44,3
4483,PED-60834,2024-03-17,2024-03-29,2024-03-25,Jadlog,29.6,4
4484,PED-34115,2025-04-03,2025-04-11,2025-04-11,Total Express,66.76,2
4485,PED-28939,2024-05-19,2024-05-26,2024-05-23,Total Express,32.17,3
4486,PED-38915,2025-03-11,2025-03-18,2025-03-19,correios,72.55,3
4487,PED-51158,2024-08-12,2024-08-24,2024-08-26,Total Express,88.99,4
4488,PED-67840,2026-01-20,2026-01-26,2026-01-30,Jadlog,85.71,2
4489,PED-85727,2025-04-28,2025-05-02,2025-05-02,Jadlog,101.48,1
4490,PED-63319,2025-07-04,2025-07-06,2025-07-06,correios,49.57,4
4491,PED-84381,2025-11-09,2025-11-20,2025-11-18,Total Express,51.16,3
4492,PED-98102,2025-02-01,2025-02-04,2025-02-02,Correios,122.36,2
4493,PED-74512,2025-12-18,2025-12-27,2025-12-29,correios,86.84,2
4494,PED-90463,2024-11-06,2024-11-13,2024-11-09,Total Express,85.13,2
4495,PED-45296,2024-04-13,2024-04-19,2024-04-25,correios,17.63,1
4496,PED-96080,2024-03-15,2024-03-21,2024-03-23,Jadlog,126.94,2
4497,PED-48365,2025-03-06,2025-03-10,2025-03-09,Total Express,68.91,1
4498,PED-74585,2024-02-04,2024-02-10,2024-02-11,Total Express,121.25,2
4499,PED-78124,2025-04-16,2025-04-23,2025-04-20,Jadlog,100.15,1
4500,PED-36687,2025-12-11,2025-12-20,2025-12-16,correios,93.76,2
4501,PED-69347,2025-08-28,2025-08-31,2025-08-31,correios,110.19,2
4502,PED-30455,2025-06-29,2025-07-08,2025-07-14,Correios,130.29,3
4503,PED-61735,2024-09-01,2024-09-08,2024-09-05,Total Express,60.83,4
4504,PED-35838,2024-10-26,2024-10-28,2024-10-30,Total Express,91.18,2
4505,PED-36274,2024-02-05,2024-02-15,2024-02-17,Correios,22.89,2
4506,PED-16423,2024-09-19,2024-09-23,2024-09-19,Jadlog,74.45,3
4507,PED-43177,2025-03-28,2025-04-01,2025-04-03,correios,35.01,2
4508,PED-98564,2024-08-01,2024-08-09,2024-08-12,Total Express,11.03,2
4509,PED-63145,2025-01-15,2025-01-25,2025-01-30,Total Express,103.54,1
4510,PED-11143,2025-12-24,2025-12-29,2025-12-31,Jadlog,92.5,3
4511,PED-66998,2025-07-27,2025-08-07,2025-08-07,correios,11.17,3
4512,PED-84482,2024-08-04,2024-08-12,2024-08-12,Correios,23.01,2
4513,PED-91478,2024-04-30,2024-05-04,2024-05-04,Jadlog,108.79,1
4514,PED-59047,2024-03-22,2024-04-02,2024-04-01,Correios,116.88,1
4515,PED-53489,2024-07-07,2024-07-10,2024-07-07,Jadlog,59.68,4
4516,PED-94185,2024-10-20,2024-10-27,2024-10-31,Correios,79.4,1
4517,PED-76790,2024-08-18,2024-08-23,2024-08-27,Correios,45.73,1
4518,PED-18052,2024-06-26,2024-06-28,2024-06-28,Jadlog,39.94,3
4519,PED-76711,2025-02-14,2025-02-22,2025-02-24,Jadlog,18.01,2
4520,PED-78477,2025-10-23,2025-10-30,2025-10-29,Correios,44.23,2
4521,PED-70041,2024-05-12,2024-05-21,2024-05-21,Jadlog,54.5,1
4522,PED-91849,2024-07-26,2024-07-31,2024-07-27,Correios,21.61,4
4523,PED-59995,2025-12-14,2025-12-24,2025-12-25,Jadlog,67.05,4
4524,PED-44375,2026-01-12,2026-01-21,2026-01-25,Correios,20.04,1
4525,PED-96121,2025-11-09,2025-11-13,2025-11-16,Correios,61.43,2
4526,PED-67138,2024-04-27,2024-05-06,2024-05-03,Correios,22.08,4
4527,PED-65364,2024-12-15,2024-12-23,2024-12-27,Correios,19.24,4
4528,PED-56694,2025-12-17,2025-12-25,2025-12-28,correios,95.65,2
4529,PED-72454,2026-01-13,2026-01-21,2026-01-18,Correios,102.96,1
4530,PED-37181,2025-03-06,2025-03-13,2025-03-17,Jadlog,33.03,3
4531,PED-18778,2024-04-29,2024-05-11,2024-05-15,Jadlog,63.7,4
4532,PED-58446,2025-05-02,2025-05-06,2025-05-10,correios,56.15,2
4533,PED-96000,2024-08-05,2024-08-10,2024-08-15,correios,45.26,4
4534,PED-28615,2025-03-07,2025-03-15,2025-03-21,Correios,69.79,4
4535,PED-15677,2025-12-27,2026-01-03,2026-01-07,Correios,97.93,3
4536,PED-81834,2026-01-15,2026-01-23,2026-01-25,Total Express,87.83,2
4537,PED-10846,2024-04-24,2024-04-26,2024-04-25,correios,112.11,3
4538,PED-70558,2024-06-13,2024-06-18,2024-06-16,correios,71.23,4
4539,PED-83423,2026-01-16,2026-01-24,2026-01-29,correios,41.67,1
4540,PED-18025,2025-05-27,2025-06-08,2025-06-09,correios,50.23,3
4541,PED-23958,2024-12-10,2024-12-16,2024-12-18,correios,8.58,4
4542,PED-80145,2024-03-23,2024-03-28,2024-03-24,Total Express,24.51,1
4543,PED-39328,2025-06-03,2025-06-15,2025-06-18,correios,133.42,4
4544,PED-25198,2025-12-29,2026-01-07,2026-01-10,Correios,124.0,3
4545,PED-26812,2024-05-15,2024-05-19,2024-05-20,Total Express,94.13,4
4546,PED-88976,2024-10-27,2024-11-01,2024-10-28,Correios,9.14,1
4547,PED-16298,2024-03-14,2024-03-18,2024-03-15,correios,102.56,3
4548,PED-48692,2025-04-05,2025-04-09,2025-04-08,Jadlog,72.53,1
4549,PED-73363,2024-10-01,2024-10-08,2024-10-14,Total Express,138.08,1
4550,PED-25769,2024-05-26,2024-06-06,2024-06-08,Total Express,22.3,3
4551,PED-55857,2026-02-02,2026-02-13,2026-02-15,Total Express,61.15,4
4552,PED-15333,2024-11-22,2024-11-30,2024-11-30,Total Express,77.17,2
4553,PED-44867,2025-03-01,2025-03-06,2025-03-06,Correios,10.31,3
4554,PED-46903,2024-09-21,2024-09-25,2024-09-23,correios,138.21,4
4555,PED-35726,2025-04-02,2025-04-14,2025-04-15,Total Express,90.39,2
4556,PED-85950,2024-12-24,2024-12-28,2024-12-25,Correios,108.35,2
4557,PED-70116,2024-03-06,2024-03-17,2024-03-13,Correios,55.76,3
4558,PED-41882,2025-04-16,2025-04-25,2025-05-01,Total Express,14.61,1
4559,PED-93956,2025-10-14,2025-10-21,2025-10-24,Correios,18.91,3
4560,PED-15748,2025-07-28,2025-07-30,2025-07-27,Correios,60.4,2
4561,PED-14027,2025-01-02,2025-01-10,2025-01-06,Correios,25.76,3
4562,PED-37385,2024-09-27,2024-10-07,2024-10-12,Jadlog,119.5,3
4563,PED-82916,2024-06-03,2024-06-14,2024-06-17,correios,37.13,3
4564,PED-37134,2025-09-04,2025-09-14,2025-09-18,Jadlog,72.94,1
4565,PED-24129,2025-06-13,2025-06-24,2025-06-22,Jadlog,83.3,4
4566,PED-43049,2025-01-25,2025-02-05,2025-02-02,Total Express,40.01,4
4567,PED-47176,2024-05-23,2024-06-04,2024-06-06,correios,115.23,1
4568,PED-74861,2025-12-20,2025-12-25,2025-12-22,correios,115.88,4
4569,PED-29169,2025-12-14,2025-12-22,2025-12-23,correios,48.97,3
4570,PED-31816,2024-11-19,2024-11-25,2024-11-30,Total Express,96.41,3
4571,PED-14506,2024-08-13,2024-08-15,2024-08-11,correios,10.74,4
4572,PED-21319,2024-08-05,2024-08-17,2024-08-13,Jadlog,95.98,4
4573,PED-21274,2024-08-28,2024-08-30,2024-08-31,Correios,81.85,3
4574,PED-28774,2024-09-23,2024-09-29,2024-09-28,Total Express,123.82,4
4575,PED-17473,2025-04-23,2025-05-05,2025-05-04,correios,138.46,3
4576,PED-38451,2026-01-29,2026-02-06,2026-02-12,Total Express,86.97,2
4577,PED-17630,2025-07-17,2025-07-19,2025-07-16,Correios,103.35,1
4578,PED-87154,2024-06-12,2024-06-22,2024-06-27,correios,16.71,4
4579,PED-10465,2024-08-09,2024-08-19,2024-08-16,Jadlog,120.68,1
4580,PED-94370,2024-04-09,2024-04-13,2024-04-17,correios,52.34,3
4581,PED-81271,2025-04-28,2025-05-01,2025-05-02,correios,90.5,1
4582,PED-16470,2025-12-10,2025-12-21,2025-12-20,Jadlog,101.23,4
4583,PED-21602,2024-05-01,2024-05-09,2024-05-11,correios,109.68,4
4584,PED-94239,2024-03-13,2024-03-17,2024-03-21,Correios,75.56,1
4585,PED-98392,2024-04-17,2024-04-21,2024-04-19,Total Express,76.63,3
4586,PED-70144,2025-09-05,2025-09-16,2025-09-16,Jadlog,109.52,1
4587,PED-19653,2025-09-28,2025-10-05,2025-10-04,Correios,12.8,3
4588,PED-37799,2025-03-26,2025-04-07,2025-04-11,correios,9.1,4
4589,PED-89254,2024-03-01,2024-03-10,2024-03-09,Total Express,89.67,3
4590,PED-83098,2025-03-03,2025-03-07,2025-03-04,Correios,106.6,2
4591,PED-89482,2024-11-04,2024-11-16,2024-11-18,correios,70.62,4
4592,PED-13772,2024-03-20,2024-03-27,2024-04-02,Correios,61.53,4
4593,PED-22883,2024-03-04,2024-03-12,2024-03-15,Total Express,71.19,2
4594,PED-81131,2025-11-07,2025-11-19,2025-11-23,correios,62.01,2
4595,PED-78939,2025-10-30,2025-11-07,2025-11-11,Jadlog,11.24,4
4596,PED-70278,2024-09-21,2024-10-03,2024-10-01,Total Express,30.69,2
4597,PED-66656,2025-11-06,2025-11-10,2025-11-12,Total Express,66.59,1
4598,PED-68660,2025-11-07,2025-11-18,2025-11-17,Total Express,19.3,4
4599,PED-34544,2024-05-31,2024-06-07,2024-06-05,Correios,69.22,2
4600,PED-80183,2024-06-04,2024-06-11,2024-06-16,Correios,25.9,3
4601,PED-72950,2025-07-06,2025-07-17,2025-07-20,Total Express,28.1,3
4602,PED-59831,2024-04-06,2024-04-17,2024-04-20,Jadlog,11.29,2
4603,PED-79756,2024-06-05,2024-06-15,2024-06-16,Correios,49.86,1
4604,PED-67778,2025-12-22,2025-12-28,2025-12-25,Correios,125.74,4
4605,PED-82277,2025-04-19,2025-04-26,2025-04-29,correios,83.46,2
4606,PED-61967,2025-12-25,2026-01-05,2026-01-06,Jadlog,113.79,4
4607,PED-24961,2025-01-22,2025-01-25,2025-01-31,Jadlog,77.38,1
4608,PED-57324,2025-07-12,2025-07-14,2025-07-20,Correios,8.58,2
4609,PED-87904,2026-01-16,2026-01-22,2026-01-22,correios,77.02,4
4610,PED-55820,2025-12-29,2026-01-08,2026-01-11,Total Express,139.0,2
4611,PED-28519,2024-07-20,2024-08-01,2024-07-28,correios,10.38,1
4612,PED-93049,2025-07-13,2025-07-17,2025-07-18,Correios,16.42,4
4613,PED-74671,2026-01-09,2026-01-21,2026-01-17,Jadlog,30.56,1
4614,PED-94296,2024-08-01,2024-08-09,2024-08-15,Jadlog,27.7,2
4615,PED-34776,2025-03-10,2025-03-14,2025-03-13,Total Express,87.82,1
4616,PED-12054,2025-09-07,2025-09-19,2025-09-23,Total Express,30.2,1
4617,PED-93746,2025-03-17,2025-03-19,2025-03-22,correios,10.62,2
4618,PED-60448,2025-06-06,2025-06-12,2025-06-10,Total Express,26.33,4
4619,PED-71547,2025-11-17,2025-11-24,2025-11-23,Jadlog,139.23,3
4620,PED-94148,2025-01-21,2025-01-30,2025-01-27,Jadlog,48.27,3
4621,PED-75016,2024-12-10,2024-12-18,2024-12-24,Jadlog,14.56,4
4622,PED-37299,2025-04-09,2025-04-19,2025-04-22,Jadlog,93.26,3
4623,PED-43342,2024-08-01,2024-08-08,2024-08-07,Jadlog,103.64,3
4624,PED-66247,2026-01-14,2026-01-22,2026-01-28,Total Express,54.72,2
4625,PED-76411,2024-05-24,2024-06-05,2024-06-05,correios,111.82,2
4626,PED-95840,2024-08-19,2024-08-31,2024-09-01,Total Express,91.16,4
4627,PED-66908,2025-11-18,2025-11-27,2025-11-26,Total Express,117.54,3
4628,PED-13840,2024-07-02,2024-07-07,2024-07-05,Total Express,70.4,4
4629,PED-89816,2024-02-15,2024-02-17,2024-02-21,Jadlog,40.17,4
4630,PED-38631,2024-10-16,2024-10-27,2024-10-31,Jadlog,47.7,4
4631,PED-80198,2025-02-17,2025-02-28,2025-03-01,Correios,55.0,3
4632,PED-57340,2025-01-15,2025-01-22,2025-01-18,Correios,86.66,3
4633,PED-31651,2025-12-17,2025-12-25,2025-12-28,Correios,14.75,2
4634,PED-89103,2024-09-28,2024-10-04,2024-10-02,correios,82.86,4
4635,PED-74228,2024-05-17,2024-05-26,2024-05-25,correios,119.48,3
4636,PED-55266,2024-07-20,2024-07-26,2024-08-01,Correios,39.9,1
4637,PED-28049,2024-05-14,2024-05-17,2024-05-19,Jadlog,81.8,3
4638,PED-15039,2026-01-03,2026-01-06,2026-01-07,correios,98.96,1
4639,PED-13035,2024-02-04,2024-02-10,2024-02-11,correios,134.64,1
4640,PED-55012,2024-11-14,2024-11-20,2024-11-19,correios,124.78,2
4641,PED-44710,2024-05-25,2024-06-03,2024-06-08,correios,116.82,4
4642,PED-34653,2025-04-24,2025-05-05,2025-05-06,Correios,113.27,1
4643,PED-41326,2025-11-09,2025-11-12,2025-11-10,Jadlog,84.05,3
4644,PED-56919,2025-09-03,2025-09-07,2025-09-09,correios,124.81,3
4645,PED-66902,2025-07-09,2025-07-13,2025-07-17,Total Express,127.61,3
4646,PED-78625,2024-02-27,2024-03-01,2024-02-26,Jadlog,73.46,2
4647,PED-55887,2025-01-29,2025-02-08,2025-02-14,Jadlog,46.62,1
4648,PED-66543,2025-06-24,2025-06-30,2025-07-06,Correios,113.36,1
4649,PED-52490,2024-06-20,2024-07-01,2024-06-30,Correios,18.35,3
4650,PED-50981,2025-05-25,2025-06-01,2025-06-02,correios,98.9,1
4651,PED-72115,2025-12-19,2025-12-27,2025-12-25,correios,79.78,1
4652,PED-36187,2024-09-06,2024-09-14,2024-09-17,correios,66.38,4
4653,PED-21386,2024-12-07,2024-12-10,2024-12-08,Jadlog,117.62,3
4654,PED-65758,2024-09-16,2024-09-24,2024-09-22,Jadlog,124.55,2
4655,PED-77331,2026-01-20,2026-01-28,2026-01-24,Jadlog,77.39,4
4656,PED-11850,2025-03-11,2025-03-19,2025-03-17,Correios,63.95,2
4657,PED-66555,2024-04-14,2024-04-17,2024-04-22,correios,10.66,2
4658,PED-54043,2025-11-17,2025-11-28,2025-12-03,Correios,65.53,4
4659,PED-53986,2024-10-05,2024-10-07,2024-10-07,Correios,102.02,2
4660,PED-64889,2024-12-15,2024-12-19,2024-12-25,Total Express,38.04,1
4661,PED-46752,2025-05-21,2025-05-25,2025-05-24,correios,117.27,1
4662,PED-55109,2025-07-07,2025-07-13,2025-07-17,Correios,94.8,2
4663,PED-58404,2024-08-23,2024-08-25,2024-08-23,correios,60.9,3
4664,PED-28973,2025-10-01,2025-10-03,2025-10-09,correios,111.68,2
4665,PED-43469,2025-09-14,2025-09-17,2025-09-16,correios,70.22,3
4666,PED-71152,2025-11-18,2025-11-27,2025-11-29,correios,88.04,1
4667,PED-48378,2025-04-07,2025-04-10,2025-04-11,Correios,106.8,3
4668,PED-78332,2024-10-15,2024-10-20,2024-10-17,correios,93.39,2
4669,PED-58825,2025-09-22,2025-09-30,2025-10-05,correios,128.83,1
4670,PED-95612,2024-06-15,2024-06-17,2024-06-23,correios,95.71,4
4671,PED-98893,2025-04-29,2025-05-08,2025-05-05,Correios,50.33,4
4672,PED-86617,2026-02-03,2026-02-07,2026-02-13,Correios,133.23,4
4673,PED-61095,2024-02-26,2024-03-08,2024-03-06,Jadlog,114.77,4
4674,PED-76746,2025-04-03,2025-04-08,2025-04-06,Correios,119.12,2
4675,PED-20928,2024-06-25,2024-07-07,2024-07-12,Correios,104.51,4
4676,PED-30397,2024-04-27,2024-05-02,2024-05-07,correios,20.93,2
4677,PED-19898,2025-08-30,2025-09-07,2025-09-12,Jadlog,66.43,4
4678,PED-24930,2025-04-13,2025-04-21,2025-04-24,Correios,55.39,4
4679,PED-67943,2024-07-13,2024-07-22,2024-07-18,Jadlog,53.71,1
4680,PED-17402,2024-10-06,2024-10-13,2024-10-12,Jadlog,44.19,1
4681,PED-10770,2024-09-11,2024-09-13,2024-09-11,correios,110.45,4
4682,PED-83460,2024-10-19,2024-10-29,2024-10-28,Total Express,81.25,1
4683,PED-93617,2025-12-30,2026-01-04,2026-01-04,Jadlog,124.23,2
4684,PED-75929,2025-07-24,2025-08-04,2025-08-05,Total Express,67.74,4
4685,PED-95009,2025-02-12,2025-02-14,2025-02-13,Correios,43.93,2
4686,PED-99763,2024-07-28,2024-08-03,2024-08-05,Total Express,97.68,3
4687,PED-80316,2024-05-27,2024-06-08,2024-06-05,correios,39.69,4
4688,PED-22616,2024-03-23,2024-04-02,2024-04-06,Correios,17.97,2
4689,PED-27322,2024-04-14,2024-04-24,2024-04-30,Total Express,30.77,1
4690,PED-41940,2025-04-27,2025-05-04,2025-05-01,correios,45.07,1
4691,PED-50698,2024-02-11,2024-02-14,2024-02-18,correios,27.65,1
4692,PED-96184,2025-05-10,2025-05-15,2025-05-19,correios,55.74,2
4693,PED-82112,2025-07-07,2025-07-11,2025-07-07,correios,98.44,1
4694,PED-78546,2024-07-04,2024-07-16,2024-07-18,Correios,103.52,4
4695,PED-11184,2024-08-21,2024-08-26,2024-08-28,correios,78.95,1
4696,PED-42182,2024-02-19,2024-03-02,2024-03-05,Total Express,87.23,4
4697,PED-50141,2025-08-31,2025-09-10,2025-09-15,Total Express,64.55,2
4698,PED-13032,2024-04-16,2024-04-18,2024-04-14,Jadlog,25.08,3
4699,PED-72113,2025-12-17,2025-12-20,2025-12-16,Correios,68.29,4
4700,PED-83482,2025-10-14,2025-10-19,2025-10-19,Jadlog,123.02,1
4701,PED-79878,2024-03-30,2024-04-11,2024-04-17,Jadlog,21.75,2
4702,PED-79348,2024-08-28,2024-09-06,2024-09-02,Jadlog,18.68,1
4703,PED-91555,2024-12-19,2024-12-30,2024-12-27,Jadlog,113.41,3
4704,PED-57627,2024-07-25,2024-08-01,2024-08-01,Total Express,87.93,2
4705,PED-55104,2025-06-14,2025-06-25,2025-06-27,Jadlog,59.41,1
4706,PED-69443,2024-08-25,2024-09-05,2024-09-03,Total Express,73.8,2
4707,PED-99699,2024-04-06,2024-04-15,2024-04-18,Correios,98.83,4
4708,PED-41525,2024-06-24,2024-06-28,2024-06-30,Jadlog,60.9,2
4709,PED-67752,2025-11-10,2025-11-18,2025-11-20,correios,132.07,3
4710,PED-37193,2025-03-15,2025-03-22,2025-03-25,Total Express,20.99,4
4711,PED-31741,2024-10-26,2024-11-01,2024-10-28,correios,36.7,3
4712,PED-19023,2024-07-31,2024-08-12,2024-08-14,Jadlog,47.22,4
4713,PED-74780,2025-05-21,2025-05-29,2025-05-27,Total Express,35.03,2
4714,PED-99125,2025-09-24,2025-09-26,2025-09-26,Correios,17.45,4
4715,PED-99679,2025-06-21,2025-06-29,2025-06-26,Jadlog,30.98,1
4716,PED-48734,2026-01-15,2026-01-22,2026-01-20,correios,22.88,4
4717,PED-37159,2024-11-23,2024-12-03,2024-12-05,Total Express,42.58,1
4718,PED-51050,2024-04-25,2024-05-01,2024-05-03,Total Express,79.1,4
4719,PED-73312,2025-12-16,2025-12-27,2025-12-31,Correios,36.57,2
4720,PED-46477,2025-07-07,2025-07-09,2025-07-05,correios,72.21,2
4721,PED-20322,2025-07-17,2025-07-25,2025-07-24,Jadlog,84.12,2
4722,PED-24891,2024-08-25,2024-08-29,2024-09-03,correios,71.7,1
4723,PED-88421,2024-10-07,2024-10-15,2024-10-16,correios,44.98,1
4724,PED-59429,2025-02-16,2025-02-22,2025-02-18,correios,84.43,1
4725,PED-32326,2025-10-29,2025-11-08,2025-11-11,correios,75.79,3
4726,PED-77973,2025-03-03,2025-03-12,2025-03-09,correios,10.7,1
4727,PED-62491,2024-04-05,2024-04-14,2024-04-19,Correios,119.93,4
4728,PED-68746,2026-01-28,2026-02-04,2026-02-10,Jadlog,117.91,4
4729,PED-90517,2025-03-05,2025-03-11,2025-03-16,Total Express,90.41,1
4730,PED-27671,2025-05-01,2025-05-08,2025-05-06,Correios,72.72,1
4731,PED-63637,2025-09-16,2025-09-22,2025-09-26,Jadlog,138.4,3
4732,PED-82468,2025-07-05,2025-07-15,2025-07-12,Correios,139.33,1
4733,PED-74555,2025-07-04,2025-07-12,2025-07-09,correios,91.4,3
4734,PED-22414,2025-12-07,2025-12-15,2025-12-14,Total Express,34.42,1
4735,PED-70423,2025-11-09,2025-11-13,2025-11-18,Jadlog,117.93,4
4736,PED-23547,2024-08-05,2024-08-09,2024-08-11,Total Express,86.76,4
4737,PED-83472,2025-02-28,2025-03-05,2025-03-08,Correios,19.71,2
4738,PED-94970,2025-03-14,2025-03-24,2025-03-29,Correios,59.74,2
4739,PED-37155,2025-11-11,2025-11-13,2025-11-10,Correios,73.95,4
4740,PED-34710,2025-02-19,2025-02-28,2025-03-01,correios,23.17,2
4741,PED-25798,2024-05-24,2024-05-29,2024-05-31,correios,18.15,3
4742,PED-14801,2025-06-30,2025-07-06,2025-07-11,Correios,48.98,1
4743,PED-98153,2025-08-31,2025-09-05,2025-09-08,correios,87.38,3
4744,PED-53634,2025-11-29,2025-12-06,2025-12-10,correios,53.11,4
4745,PED-88341,2024-08-31,2024-09-05,2024-09-11,Correios,28.22,3
4746,PED-92852,2025-08-03,2025-08-08,2025-08-13,correios,27.21,3
4747,PED-67402,2025-01-15,2025-01-22,2025-01-19,Jadlog,17.21,2
4748,PED-18751,2025-07-28,2025-08-04,2025-08-08,Jadlog,117.83,4
4749,PED-33880,2025-11-05,2025-11-09,2025-11-06,correios,61.57,1
4750,PED-61795,2024-11-11,2024-11-14,2024-11-18,correios,83.43,3
4751,PED-22801,2025-04-21,2025-04-28,2025-04-28,correios,103.48,3
4752,PED-22296,2025-07-13,2025-07-20,2025-07-19,Jadlog,59.43,1
4753,PED-11137,2025-11-06,2025-11-17,2025-11-16,Total Express,86.91,3
4754,PED-95277,2024-05-26,2024-06-06,2024-06-02,Total Express,99.84,3
4755,PED-80566,2025-08-21,2025-08-28,2025-09-02,Total Express,25.9,3
4756,PED-90121,2024-04-11,2024-04-13,2024-04-17,correios,100.75,4
4757,PED-34665,2024-12-03,2024-12-12,2024-12-18,Jadlog,93.91,1
4758,PED-76613,2025-03-24,2025-04-01,2025-04-03,Correios,16.78,2
4759,PED-71665,2025-11-24,2025-11-29,2025-12-04,correios,131.33,4
4760,PED-27836,2025-04-25,2025-04-27,2025-04-30,Correios,71.2,2
4761,PED-33626,2025-04-05,2025-04-11,2025-04-07,Jadlog,25.5,2
4762,PED-45438,2024-11-02,2024-11-14,2024-11-12,Correios,98.86,2
4763,PED-98304,2024-11-30,2024-12-02,2024-12-04,correios,32.4,2
4764,PED-50441,2024-05-21,2024-05-29,2024-05-30,Correios,20.43,1
4765,PED-48035,2024-02-24,2024-03-07,2024-03-07,Jadlog,30.2,3
4766,PED-97576,2025-05-04,2025-05-08,2025-05-14,Correios,28.77,3
4767,PED-10959,2025-11-13,2025-11-18,2025-11-19,Jadlog,65.98,3
4768,PED-97596,2025-01-20,2025-01-23,2025-01-20,Total Express,94.77,3
4769,PED-11057,2025-06-25,2025-07-03,2025-07-03,Jadlog,21.6,4
4770,PED-91395,2024-05-01,2024-05-08,2024-05-07,Correios,126.44,4
4771,PED-50769,2025-01-01,2025-01-03,2025-01-04,correios,47.61,3
4772,PED-93025,2024-08-23,2024-08-26,2024-09-01,Correios,75.13,2
4773,PED-97477,2025-02-25,2025-03-05,2025-03-02,Correios,11.59,2
4774,PED-51880,2026-01-18,2026-01-25,2026-01-27,Jadlog,31.92,2
4775,PED-32872,2025-03-18,2025-03-20,2025-03-26,correios,71.4,4
4776,PED-97027,2024-04-05,2024-04-13,2024-04-18,Total Express,87.19,2
4777,PED-40635,2024-12-26,2025-01-06,2025-01-07,correios,78.92,1
4778,PED-22172,2025-05-25,2025-06-05,2025-06-05,Correios,90.51,2
4779,PED-12128,2024-04-27,2024-05-08,2024-05-14,correios,111.41,3
4780,PED-95682,2024-04-13,2024-04-17,2024-04-17,correios,46.82,4
4781,PED-33288,2025-03-01,2025-03-09,2025-03-15,correios,43.66,2
4782,PED-98414,2024-05-09,2024-05-14,2024-05-14,correios,133.7,3
4783,PED-58618,2025-05-14,2025-05-19,2025-05-22,Correios,131.96,4
4784,PED-43344,2025-11-08,2025-11-16,2025-11-21,Correios,75.02,3
4785,PED-47260,2025-10-06,2025-10-12,2025-10-10,correios,104.02,2
